configuration_index,lowpass_hz,stlsq_threshold,training_lfp_rms_uv,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
11,35.0,1000.0,36.85636440989091,1,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.16618485003709793,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 432.9451061369731, -727.4410586002522, 400.0304625639649, -106.61402594972306], [0.0, 125.01152979549568, 0.02540885898987071, -125.07095801132401, 0.03512590654835592], [0.0, -0.07934903284588897, 125.1840616204928, -0.13067998450208984, -124.97415476437506], [0.0, 106.54120320670397, -399.8298861361139, 727.2434657831272, -432.87457984476424]]",(x0)' =  432.945 x0 + -727.441 x1 +  400.030 x2 + -106.614 x3 | (x1)' =  125.012 x0 +  0.025 x1 + -125.071 x2 +  0.035 x3 | (x2)' = -0.079 x0 +  125.184 x1 + -0.131 x2 + -124.974 x3 | (x3)' =  106.541 x0 + -399.830 x1 +  727.243 x2 + -432.875 x3
12,35.0,1000.0,36.85636440989091,1,4,1,4.0,12.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.16763043776154518,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 444.44512102878355, -752.0755085769082, 416.58878115484663, -109.73040502090876], [0.0, 125.48852958968153, -1.2257154583306884, -123.9101610020827, -0.3479806752638759], [0.0, 0.5250148629806118, 123.2845161939192, 1.9693322898224757, -125.78231248506643], [0.0, 110.2849200685162, -418.2488411737903, 753.7969416736192, -445.05907939638587]]",(x0)' =  444.445 x0 + -752.076 x1 +  416.589 x2 + -109.730 x3 | (x1)' =  125.489 x0 + -1.226 x1 + -123.910 x2 + -0.348 x3 | (x2)' =  0.525 x0 +  123.285 x1 +  1.969 x2 + -125.782 x3 | (x3)' =  110.285 x0 + -418.249 x1 +  753.797 x2 + -445.059 x3
13,35.0,1000.0,36.85636440989091,1,4,2,8.0,24.0,0,0.0,finite_difference,success,,16,20,80.0,0.1503994632512331,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 169.1728822057479, -265.7927597073924, 128.9651293515089, -36.42826944460955], [0.0, 56.61514048500771, 32.773790606647644, -107.59701186621636, 19.274719542090146], [0.0, -19.268480164696044, 107.57610963652704, -32.74754811351327, -56.6263532174728], [0.0, 36.40766130846269, -128.90908964543598, 265.74333478515615, -169.16155265644787]]",(x0)' =  169.173 x0 + -265.793 x1 +  128.965 x2 + -36.428 x3 | (x1)' =  56.615 x0 +  32.774 x1 + -107.597 x2 +  19.275 x3 | (x2)' = -19.268 x0 +  107.576 x1 + -32.748 x2 + -56.626 x3 | (x3)' =  36.408 x0 + -128.909 x1 +  265.743 x2 + -169.162 x3
14,35.0,1000.0,36.85636440989091,1,4,2,8.0,24.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.16598868556320667,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 170.31014730742407, -267.82437748075785, 130.24262676413508, -36.701471632600224], [0.0, 56.41094845577093, 33.0642668542842, -107.66413790132782, 19.222495576252555], [0.0, -19.21436941245867, 107.63857748721418, -33.03258054866814, -56.424772464011156], [0.0, 36.68047942136251, -130.186305563804, 267.7744926396143, -170.2981155949424]]",(x0)' =  170.310 x0 + -267.824 x1 +  130.243 x2 + -36.701 x3 | (x1)' =  56.411 x0 +  33.064 x1 + -107.664 x2 +  19.222 x3 | (x2)' = -19.214 x0 +  107.639 x1 + -33.033 x2 + -56.425 x3 | (x3)' =  36.680 x0 + -130.186 x1 +  267.774 x2 + -170.298 x3
15,35.0,1000.0,36.85636440989091,1,4,2,8.0,24.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.16849801689386368,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 179.86437039661533, -284.7976260464597, 140.41073977926263, -38.50668368879132], [0.0, 54.6567436372648, 35.579102881576496, -108.22092227437741, 18.744043878261973], [0.0, -18.73655602644958, 108.1552850718261, -35.44208443338264, -54.74053766040494], [0.0, 38.51069010046708, -140.36587002497322, 284.70077021827854, -179.8132478142822]]",(x0)' =  179.864 x0 + -284.798 x1 +  140.411 x2 + -38.507 x3 | (x1)' =  54.657 x0 +  35.579 x1 + -108.221 x2 +  18.744 x3 | (x2)' = -18.737 x0 +  108.155 x1 + -35.442 x2 + -54.741 x3 | (x3)' =  38.511 x0 + -140.366 x1 +  284.701 x2 + -179.813 x3
16,35.0,1000.0,36.85636440989091,1,4,5,20.0,60.0,0,0.0,finite_difference,success,,16,20,80.0,0.15178959630429745,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 21.108672772886454, -46.51522030327321, 14.368690748457812, 3.8547562400928235], [0.0, 34.359533356425224, 1.391429253786518, -41.23055715009028, 8.04296737363153], [0.0, -8.029019682576674, 41.24484192844419, -1.4124840394023501, -34.363308174981576], [0.0, -3.862107292542079, -14.411088506207566, 46.575366085406564, -21.140875616366632]]",(x0)' =  21.109 x0 + -46.515 x1 +  14.369 x2 +  3.855 x3 | (x1)' =  34.360 x0 +  1.391 x1 + -41.231 x2 +  8.043 x3 | (x2)' = -8.029 x0 +  41.245 x1 + -1.412 x2 + -34.363 x3 | (x3)' = -3.862 x0 + -14.411 x1 +  46.575 x2 + -21.141 x3
17,35.0,1000.0,36.85636440989091,1,4,5,20.0,60.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.1639163140207529,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 21.447988369461914, -47.023455986814696, 14.772025913745278, 3.6409133043200574], [0.0, 34.40050045525935, 1.475975215790751, -41.49847709414679, 8.229871177021916], [0.0, -8.216731813477383, 41.51338977526119, -1.4976105134898021, -34.403412305335834], [0.0, -3.647963202727903, -14.814549140300832, 47.0828412242519, -21.479578943411685]]",(x0)' =  21.448 x0 + -47.023 x1 +  14.772 x2 +  3.641 x3 | (x1)' =  34.401 x0 +  1.476 x1 + -41.498 x2 +  8.230 x3 | (x2)' = -8.217 x0 +  41.513 x1 + -1.498 x2 + -34.403 x3 | (x3)' = -3.648 x0 + -14.815 x1 +  47.083 x2 + -21.480 x3
18,35.0,1000.0,36.85636440989091,1,4,5,20.0,60.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.16553096286952496,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 25.134458846181477, -52.207546782751834, 18.93145091242124, 1.2728219221047503], [0.0, 34.32265605017062, 2.509738390918546, -43.78499871791713, 9.86824256710217], [0.0, -9.861347082181995, 43.809441210675814, -2.541949001367401, -34.31861949266473], [0.0, -1.27936894791871, -18.973531993824626, 52.265642163557324, -25.163596915628425]]",(x0)' =  25.134 x0 + -52.208 x1 +  18.931 x2 +  1.273 x3 | (x1)' =  34.323 x0 +  2.510 x1 + -43.785 x2 +  9.868 x3 | (x2)' = -9.861 x0 +  43.809 x1 + -2.542 x2 + -34.319 x3 | (x3)' = -1.279 x0 + -18.974 x1 +  52.266 x2 + -25.164 x3
19,35.0,1000.0,36.85636440989091,1,6,1,4.0,20.0,0,0.0,finite_difference,success,,36,42,85.71428571428571,0.46580624394118786,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.0, 601.2207963558164, -1416.4437142346137, 1586.7711328021921, -1175.6347714335157, 497.60303151096133, -93.80955391266696], [0.0, 125.26176445442485, -1.1807443600258094, -122.60958582303473, -2.610743527641431, 1.4907128830489393, -0.35067825999189267], [0.0, 0.4665005802644527, 122.8721983959139, 4.149280771722668, -129.28155997192923, 2.327708738179878, -0.5337921114730676], [0.0, 0.3342585023494606, -1.5220098204628993, 127.87076271014256, -2.8187181235551644, -123.53729134799265, -0.3271156532041391], [0.0, -0.09423542130349201, 0.4137983577452232, -0.9147955230383007, 126.12598269131995, -0.7004428755732689, -124.83084829600487], [0.0, 93.34292851456377, -495.56006395827694, 1171.782836351174, -1582.8656138492056, 1414.3172429631459, -600.7242560563087]]",(x0)' =  601.221 x0 + -1416.444 x1 +  1586.771 x2 + -1175.635 x3 +  497.603 x4 + -93.810 x5 | (x1)' =  125.262 x0 + -1.181 x1 + -122.610 x2 + -2.611 x3 +  1.491 x4 + -0.351 x5 | (x2)' =  0.467 x0 +  122.872 x1 +  4.149 x2 + -129.282 x3 +  2.328 x4 + -0.534 x5 | (x3)' =  0.334 x0 + -1.522 x1 +  127.871 x2 + -2.819 x3 + -123.537 x4 + -0.327 x5 | (x4)' = -0.094 x0 +  0.414 x1 + -0.915 x2 +  126.126 x3 + -0.700 x4 + -124.831 x5 | (x5)' =  93.343 x0 + -495.560 x1 +  1171.783 x2 + -1582.866 x3 +  1414.317 x4 + -600.724 x5
20,35.0,1000.0,36.85636440989091,1,6,1,4.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,36,42,85.71428571428571,0.32308755069971085,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.0, 606.9524260144029, -1438.566933295847, 1622.6636548525325, -1206.1364402365948, 511.0804815903898, -96.26292623797495], [0.0, 125.29110433901371, -1.3778434529477233, -122.08819828385306, -3.2865947388260786, 1.92426847629914, -0.4621226110253175], [0.0, 0.6275858220609252, 122.12724424918952, 5.615202916213865, -130.80473450410292, 3.160124684373025, -0.7250576733820062], [0.0, 0.47293196369990137, -2.1146126904995066, 128.92937378309497, -3.807551216144119, -123.05183221806305, -0.4282622981622385], [0.0, -0.12267499510422074, 0.6009615267226229, -1.4123509940965777, 126.7831315021669, -1.1316675155888292, -124.71773107162083], [0.0, 95.64792507131807, -508.3858630592647, 1201.0616257625165, -1617.5352094841921, 1435.7892560655625, -606.3079648575198]]",(x0)' =  606.952 x0 + -1438.567 x1 +  1622.664 x2 + -1206.136 x3 +  511.080 x4 + -96.263 x5 | (x1)' =  125.291 x0 + -1.378 x1 + -122.088 x2 + -3.287 x3 +  1.924 x4 + -0.462 x5 | (x2)' =  0.628 x0 +  122.127 x1 +  5.615 x2 + -130.805 x3 +  3.160 x4 + -0.725 x5 | (x3)' =  0.473 x0 + -2.115 x1 +  128.929 x2 + -3.808 x3 + -123.052 x4 + -0.428 x5 | (x4)' = -0.123 x0 +  0.601 x1 + -1.412 x2 +  126.783 x3 + -1.132 x4 + -124.718 x5 | (x5)' =  95.648 x0 + -508.386 x1 +  1201.062 x2 + -1617.535 x3 +  1435.789 x4 + -606.308 x5
21,35.0,1000.0,36.85636440989091,1,6,1,4.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,36,42,85.71428571428571,0.3416852969676256,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.0, 639.1173589398286, -1561.5152812113279, 1817.425112996329, -1364.569261558189, 576.048277318094, -106.64284006240068], [0.0, 133.84381969200967, -39.29499533012595, -50.996788497659, -73.61528899482273, 38.55397613342387, -8.482897462908777], [0.0, 10.211200058443849, 79.26900145624099, 86.36094224874776, -210.919695356573, 45.05395150052721, -9.972973069152738], [0.0, 5.9450700393733875, -26.973071251261434, 176.37182582267235, -51.473186839203755, -97.72852202962723, -6.147067675267301], [0.0, -1.2224674156527917, 5.21782217011787, -9.751116974611636, 134.71071321771637, -4.945129690296623, -124.0182643694337], [0.0, 96.72568179184773, -531.4358979485304, 1279.8783032665365, -1732.555789256121, 1516.5895687008967, -629.0633655526607]]",(x0)' =  639.117 x0 + -1561.515 x1 +  1817.425 x2 + -1364.569 x3 +  576.048 x4 + -106.643 x5 | (x1)' =  133.844 x0 + -39.295 x1 + -50.997 x2 + -73.615 x3 +  38.554 x4 + -8.483 x5 | (x2)' =  10.211 x0 +  79.269 x1 +  86.361 x2 + -210.920 x3 +  45.054 x4 + -9.973 x5 | (x3)' =  5.945 x0 + -26.973 x1 +  176.372 x2 + -51.473 x3 + -97.729 x4 + -6.147 x5 | (x4)' = -1.222 x0 +  5.218 x1 + -9.751 x2 +  134.711 x3 + -4.945 x4 + -124.018 x5 | (x5)' =  96.726 x0 + -531.436 x1 +  1279.878 x2 + -1732.556 x3 +  1516.590 x4 + -629.063 x5
22,35.0,1000.0,36.85636440989091,1,6,2,8.0,40.0,0,0.0,finite_difference,success,,36,42,85.71428571428571,0.31387935392558575,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.0, 196.92329618340761, -356.5002692422532, 275.3989321134368, -183.30534347136208, 85.73694950827714, -20.33856305186622], [0.0, 47.48051904856741, 62.639422776231974, -155.73783892119968, 67.41967750717437, -27.893315585096207, 6.471051942098583], [0.0, -9.699228547579358, 76.20861753343452, 17.49667131466701, -106.16828809613703, 27.65976048105123, -5.705413924794759], [0.0, 5.7086078149504695, -27.661995609876204, 106.16390533353747, -17.49444334938767, -76.20477281736243, 9.695828390282456], [0.0, -6.465574781104359, 27.87440170403137, -67.38733407089633, 155.69925694799255, -62.60800768797065, -47.49224519898763], [0.0, 20.31595105982403, -85.65927482693729, 183.17961251932152, -275.2855913180942, 356.45325605450034, -196.92128784320136]]",(x0)' =  196.923 x0 + -356.500 x1 +  275.399 x2 + -183.305 x3 +  85.737 x4 + -20.339 x5 | (x1)' =  47.481 x0 +  62.639 x1 + -155.738 x2 +  67.420 x3 + -27.893 x4 +  6.471 x5 | (x2)' = -9.699 x0 +  76.209 x1 +  17.497 x2 + -106.168 x3 +  27.660 x4 + -5.705 x5 | (x3)' =  5.709 x0 + -27.662 x1 +  106.164 x2 + -17.494 x3 + -76.205 x4 +  9.696 x5 | (x4)' = -6.466 x0 +  27.874 x1 + -67.387 x2 +  155.699 x3 + -62.608 x4 + -47.492 x5 | (x5)' =  20.316 x0 + -85.659 x1 +  183.180 x2 + -275.286 x3 +  356.453 x4 + -196.921 x5
23,35.0,1000.0,36.85636440989091,1,6,2,8.0,40.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,36,42,85.71428571428571,0.33072747103869915,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.0, 199.15056534266623, -362.40441153716284, 282.9324321195794, -189.19147714091642, 88.49936972680997, -20.97872375249867], [0.0, 47.09699070440125, 63.6171746682969, -156.89708674201592, 68.21270596960596, -28.173393970160166, 6.502452278489523], [0.0, -9.555422838888301, 75.87815951437321, 17.80651696597072, -106.26779178691294, 27.5872932545854, -5.644282005258291], [0.0, 5.65103113974324, -27.599356071710275, 106.27591411021545, -17.81358824501257, -75.87016167683274, 9.551049716457978], [0.0, -6.4967953283003785, 28.1526863620434, -68.17402497503335, 156.84760111432217, -63.575628811929256, -47.1128276172413], [0.0, 20.95319440764153, -88.4127931627845, 189.0511599541791, -282.804238606365, 362.34728202534023, -199.1444680465918]]",(x0)' =  199.151 x0 + -362.404 x1 +  282.932 x2 + -189.191 x3 +  88.499 x4 + -20.979 x5 | (x1)' =  47.097 x0 +  63.617 x1 + -156.897 x2 +  68.213 x3 + -28.173 x4 +  6.502 x5 | (x2)' = -9.555 x0 +  75.878 x1 +  17.807 x2 + -106.268 x3 +  27.587 x4 + -5.644 x5 | (x3)' =  5.651 x0 + -27.599 x1 +  106.276 x2 + -17.814 x3 + -75.870 x4 +  9.551 x5 | (x4)' = -6.497 x0 +  28.153 x1 + -68.174 x2 +  156.848 x3 + -63.576 x4 + -47.113 x5 | (x5)' =  20.953 x0 + -88.413 x1 +  189.051 x2 + -282.804 x3 +  362.347 x4 + -199.144 x5
24,35.0,1000.0,36.85636440989091,1,6,2,8.0,40.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,34,42,80.95238095238095,0.32254961878061295,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.0, 200.16811349379924, -353.8656028743054, 246.36749069703174, -129.06711539684878, 35.64667048784535, 0.0], [0.0, 44.38141163210025, 70.53880374628122, -164.72613394131812, 72.88478718789877, -29.21178766450851, 6.343938891135301], [0.0, -8.437201152602798, 73.12597384258868, 20.637338001558017, -107.41889715398631, 27.176390457165045, -5.196459955701032], [0.0, 5.030144737841648, -26.50837801530188, 106.20458163744647, -19.414288095142382, -73.83025159715712, 8.63003100364706], [0.0, -6.487198391478964, 29.739086105190232, -73.78863388149023, 165.58723538101847, -70.97682013008502, -44.285699090421666], [0.0, 0.0, -35.77732226393175, 129.438227452524, -246.8210445284901, 354.1672646597858, -200.26177668646702]]",(x0)' =  200.168 x0 + -353.866 x1 +  246.367 x2 + -129.067 x3 +  35.647 x4 | (x1)' =  44.381 x0 +  70.539 x1 + -164.726 x2 +  72.885 x3 + -29.212 x4 +  6.344 x5 | (x2)' = -8.437 x0 +  73.126 x1 +  20.637 x2 + -107.419 x3 +  27.176 x4 + -5.196 x5 | (x3)' =  5.030 x0 + -26.508 x1 +  106.205 x2 + -19.414 x3 + -73.830 x4 +  8.630 x5 | (x4)' = -6.487 x0 +  29.739 x1 + -73.789 x2 +  165.587 x3 + -70.977 x4 + -44.286 x5 | (x5)' = -35.777 x1 +  129.438 x2 + -246.821 x3 +  354.167 x4 + -200.262 x5
25,35.0,1000.0,36.85636440989091,1,6,5,20.0,100.0,0,0.0,finite_difference,success,,36,42,85.71428571428571,0.2936298232525587,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.0, 20.16067672480519, -46.80519388382028, 15.190942697054929, 0.9955815408629225, 5.730867263302212, -1.6194304936622703], [0.0, 35.15196750122987, 1.6261644358179295, -41.962173338248185, 10.499507956299354, -4.927264680920606, 1.4812351274378968], [0.0, -10.064542995351554, 40.567261975964584, 0.40810617229077156, -40.485686853411195, 12.062492515582553, -3.1957714620088002], [0.0, 3.16039935441433, -12.043299466395467, 40.49426456122349, -0.4203028526097749, -40.57929436038373, 10.097153804040726], [0.0, -1.4636609374949432, 4.925417693947789, -10.530708449981537, 42.00638288961642, -1.6427395723003029, -35.163555055905434], [0.0, 1.644116349026585, -5.763273201114099, -0.9114098507818216, -15.299546399521622, 46.857651573201295, -20.194083974926745]]",(x0)' =  20.161 x0 + -46.805 x1 +  15.191 x2 +  0.996 x3 +  5.731 x4 + -1.619 x5 | (x1)' =  35.152 x0 +  1.626 x1 + -41.962 x2 +  10.500 x3 + -4.927 x4 +  1.481 x5 | (x2)' = -10.065 x0 +  40.567 x1 +  0.408 x2 + -40.486 x3 +  12.062 x4 + -3.196 x5 | (x3)' =  3.160 x0 + -12.043 x1 +  40.494 x2 + -0.420 x3 + -40.579 x4 +  10.097 x5 | (x4)' = -1.464 x0 +  4.925 x1 + -10.531 x2 +  42.006 x3 + -1.643 x4 + -35.164 x5 | (x5)' =  1.644 x0 + -5.763 x1 + -0.911 x2 + -15.300 x3 +  46.858 x4 + -20.194 x5
26,35.0,1000.0,36.85636440989091,1,6,5,20.0,100.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,36,42,85.71428571428571,0.3833909425884485,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.0, 20.49294924129928, -47.33130421134946, 15.63513215150722, 0.7117030502700181, 5.810522362301231, -1.6381353021063383], [0.0, 35.22298691027471, 1.731416773765934, -42.29217085539817, 10.829837781618277, -5.161321204548249, 1.5577908367806983], [0.0, -10.274873583771214, 40.80994581800004, 0.43958643726374913, -40.746065494817394, 12.395300857127044, -3.3677028671832163], [0.0, 3.332809543165603, -12.37670952287217, 40.75479076475081, -0.4518266131233499, -40.82145602890822, 10.306859286892223], [0.0, -1.5404844256951724, 5.16025423134639, -10.86149810093801, 42.336869850563346, -1.748662209800712, -35.23394079436187], [0.0, 1.6631850406934248, -5.844056521424105, -0.6267399623373509, -15.743847976359035, 47.3829683534187, -20.525745760238248]]",(x0)' =  20.493 x0 + -47.331 x1 +  15.635 x2 +  0.712 x3 +  5.811 x4 + -1.638 x5 | (x1)' =  35.223 x0 +  1.731 x1 + -42.292 x2 +  10.830 x3 + -5.161 x4 +  1.558 x5 | (x2)' = -10.275 x0 +  40.810 x1 +  0.440 x2 + -40.746 x3 +  12.395 x4 + -3.368 x5 | (x3)' =  3.333 x0 + -12.377 x1 +  40.755 x2 + -0.452 x3 + -40.821 x4 +  10.307 x5 | (x4)' = -1.540 x0 +  5.160 x1 + -10.861 x2 +  42.337 x3 + -1.749 x4 + -35.234 x5 | (x5)' =  1.663 x0 + -5.844 x1 + -0.627 x2 + -15.744 x3 +  47.383 x4 + -20.526 x5
27,35.0,1000.0,36.85636440989091,1,6,5,20.0,100.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,36,42,85.71428571428571,0.35909261368215084,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.0, 24.143332430256418, -52.76753387609534, 20.39932877124303, -2.6275439580235367, 6.939630343554891, -2.061431068263378], [0.0, 35.34527016323068, 3.064558732274273, -45.4231310615901, 14.097652153970195, -7.553411112901208, 2.4934891488668356], [0.0, -11.957943857603802, 42.65424774737927, 0.8432704025856153, -42.98796181927803, 15.393336807268883, -5.007860580983994], [0.0, 4.972652655298414, -15.377056873979084, 43.00028341742194, -0.8615546601533945, -42.65821206095655, 11.98645189608057], [0.0, -2.4757242814675497, 7.557762869170674, -14.138354926394454, 45.47775393015099, -3.092053869361525, -35.350540597867784], [0.0, 2.0903882288222406, -6.9899210340025855, 2.721902174568705, -20.505503702125743, 52.81658509867446, -24.170067708963927]]",(x0)' =  24.143 x0 + -52.768 x1 +  20.399 x2 + -2.628 x3 +  6.940 x4 + -2.061 x5 | (x1)' =  35.345 x0 +  3.065 x1 + -45.423 x2 +  14.098 x3 + -7.553 x4 +  2.493 x5 | (x2)' = -11.958 x0 +  42.654 x1 +  0.843 x2 + -42.988 x3 +  15.393 x4 + -5.008 x5 | (x3)' =  4.973 x0 + -15.377 x1 +  43.000 x2 + -0.862 x3 + -42.658 x4 +  11.986 x5 | (x4)' = -2.476 x0 +  7.558 x1 + -14.138 x2 +  45.478 x3 + -3.092 x4 + -35.351 x5 | (x5)' =  2.090 x0 + -6.990 x1 +  2.722 x2 + -20.506 x3 +  52.817 x4 + -24.170 x5
